detected,TP,FP,FN,sensitivity,PPV,DER,timing_mae_ms,fp_in_gap,fp_outside_span,fp_genuine,fp_in_span,fp_frac_in_gap,record,channel,group,gestation_weeks,ref_beats,units,fs,n_gaps,supplementary
391,375,16,0,1.0,0.959079283887468,0.042666666666666665,21.949333333333332,15,0,1,16,0.9375,ecgca102.edf,Thorax_1,thoracic,22.142857142857142,375,mV,1000.0,15,False
390,374,16,1,0.9973333333333333,0.958974358974359,0.04533333333333334,24.981283422459892,15,0,1,16,0.9375,ecgca102.edf,Thorax_2,thoracic,22.142857142857142,375,mV,1000.0,15,False
336,308,28,67,0.8213333333333334,0.9166666666666666,0.25333333333333335,7.785714285714286,15,0,13,28,0.5357142857142857,ecgca102.edf,Abdomen_1,abdominal,22.142857142857142,375,uV,1000.0,15,False
392,372,20,3,0.992,0.9489795918367347,0.06133333333333333,7.212365591397849,15,0,5,20,0.75,ecgca102.edf,Abdomen_2,abdominal,22.142857142857142,375,uV,1000.0,15,False
398,373,25,2,0.9946666666666667,0.9371859296482412,0.072,7.7479892761394105,16,0,9,25,0.64,ecgca102.edf,Abdomen_3,abdominal,22.142857142857142,375,uV,1000.0,15,False
1230,1143,87,3,0.9973821989528796,0.9292682926829269,0.07853403141361257,5.111986001749782,86,0,1,87,0.9885057471264368,ecgca115.edf,Thorax_1,thoracic,27.857142857142858,1146,mV,1000.0,86,False
1230,1143,87,3,0.9973821989528796,0.9292682926829269,0.07853403141361257,14.019247594050743,86,0,1,87,0.9885057471264368,ecgca115.edf,Thorax_2,thoracic,27.857142857142858,1146,mV,1000.0,86,False
1233,1143,90,3,0.9973821989528796,0.927007299270073,0.08115183246073299,8.004374453193352,87,0,3,90,0.9666666666666667,ecgca115.edf,Abdomen_1,abdominal,27.857142857142858,1146,uV,1000.0,86,False
1233,1143,90,3,0.9973821989528796,0.927007299270073,0.08115183246073299,7.785651793525809,86,0,4,90,0.9555555555555556,ecgca115.edf,Abdomen_2,abdominal,27.857142857142858,1146,uV,1000.0,86,False
1232,1143,89,3,0.9973821989528796,0.9277597402597403,0.08027923211169284,9.539807524059492,86,0,3,89,0.9662921348314607,ecgca115.edf,Abdomen_3,abdominal,27.857142857142858,1146,uV,1000.0,86,False
1234,1143,91,3,0.9973821989528796,0.9262560777957861,0.08202443280977312,9.11111111111111,86,0,5,91,0.945054945054945,ecgca115.edf,Abdomen_4,abdominal,27.857142857142858,1146,uV,1000.0,86,False
1127,1036,91,0,1.0,0.9192546583850931,0.08783783783783784,6.318532818532819,91,0,0,91,1.0,ecgca127.edf,Thorax_1,thoracic,31.571428571428573,1036,mV,1000.0,91,False
1127,1036,91,0,1.0,0.9192546583850931,0.08783783783783784,9.373552123552123,91,0,0,91,1.0,ecgca127.edf,Thorax_2,thoracic,31.571428571428573,1036,mV,1000.0,91,False
1127,1036,91,0,1.0,0.9192546583850931,0.08783783783783784,7.928571428571429,91,0,0,91,1.0,ecgca127.edf,Abdomen_1,abdominal,31.571428571428573,1036,uV,1000.0,91,False
1129,1036,93,0,1.0,0.9176262178919398,0.08976833976833977,7.648648648648648,91,1,1,92,0.9891304347826086,ecgca127.edf,Abdomen_2,abdominal,31.571428571428573,1036,uV,1000.0,91,False
1131,1036,95,0,1.0,0.9160035366931919,0.0916988416988417,9.044401544401545,91,0,4,95,0.9578947368421052,ecgca127.edf,Abdomen_3,abdominal,31.571428571428573,1036,uV,1000.0,91,False
1192,1034,158,2,0.9980694980694981,0.8674496644295302,0.15444015444015444,8.717601547388782,101,1,56,157,0.643312101910828,ecgca127.edf,Abdomen_4,abdominal,31.571428571428573,1036,uV,1000.0,91,False
468,435,33,0,1.0,0.9294871794871795,0.07586206896551724,19.49655172413793,32,1,0,32,1.0,ecgca154.edf,Thorax_1,thoracic,22.142857142857142,435,mV,1000.0,32,False
468,435,33,0,1.0,0.9294871794871795,0.07586206896551724,24.862068965517242,32,1,0,32,1.0,ecgca154.edf,Thorax_2,thoracic,22.142857142857142,435,mV,1000.0,32,False
472,435,37,0,1.0,0.9216101694915254,0.08505747126436781,6.418390804597701,33,2,2,35,0.9428571428571428,ecgca154.edf,Abdomen_1,abdominal,22.142857142857142,435,uV,1000.0,32,False
228,209,19,226,0.4804597701149425,0.9166666666666666,0.5632183908045977,7.181818181818182,15,2,2,17,0.8823529411764706,ecgca154.edf,Abdomen_2,abdominal,22.142857142857142,435,uV,1000.0,32,False
470,435,35,0,1.0,0.925531914893617,0.08045977011494253,7.657471264367816,32,2,1,33,0.9696969696969697,ecgca154.edf,Abdomen_3,abdominal,22.142857142857142,435,uV,1000.0,32,False
459,430,29,1,0.9976798143851509,0.9368191721132898,0.06960556844547564,23.188372093023254,27,1,1,28,0.9642857142857143,ecgca192.edf,Thorax_1,thoracic,22.142857142857142,431,mV,1000.0,27,False
455,427,28,4,0.9907192575406032,0.9384615384615385,0.07424593967517401,25.370023419203747,27,1,0,27,1.0,ecgca192.edf,Thorax_2,thoracic,22.142857142857142,431,mV,1000.0,27,False
445,417,28,14,0.9675174013921114,0.9370786516853933,0.09744779582366589,8.009592326139089,27,0,1,28,0.9642857142857143,ecgca192.edf,Abdomen_1,abdominal,22.142857142857142,431,uV,1000.0,27,False
446,417,29,14,0.9675174013921114,0.9349775784753364,0.09976798143851508,7.911270983213429,26,0,3,29,0.896551724137931,ecgca192.edf,Abdomen_2,abdominal,22.142857142857142,431,uV,1000.0,27,False
445,414,31,17,0.9605568445475638,0.9303370786516854,0.11136890951276102,8.828502415458937,27,0,4,31,0.8709677419354839,ecgca192.edf,Abdomen_3,abdominal,22.142857142857142,431,uV,1000.0,27,False
1038,955,83,0,1.0,0.9200385356454721,0.08691099476439791,5.7518324607329845,83,0,0,83,1.0,ecgca244.edf,Thorax_1,thoracic,38.0,955,mV,1000.0,83,False
1039,955,84,0,1.0,0.9191530317613089,0.08795811518324607,3.4041884816753925,83,0,1,84,0.9880952380952381,ecgca244.edf,Thorax_2,thoracic,38.0,955,mV,1000.0,83,False
1038,955,83,0,1.0,0.9200385356454721,0.08691099476439791,9.502617801047121,83,0,0,83,1.0,ecgca244.edf,Abdomen_1,abdominal,38.0,955,uV,1000.0,83,False
1041,954,87,1,0.9989528795811519,0.9164265129682997,0.09214659685863874,9.79979035639413,84,1,2,86,0.9767441860465116,ecgca244.edf,Abdomen_2,abdominal,38.0,955,uV,1000.0,83,False
1039,955,84,0,1.0,0.9191530317613089,0.08795811518324607,9.208376963350785,83,1,0,83,1.0,ecgca244.edf,Abdomen_3,abdominal,38.0,955,uV,1000.0,83,False
1038,955,83,0,1.0,0.9200385356454721,0.08691099476439791,7.032460732984293,83,0,0,83,1.0,ecgca244.edf,Abdomen_4,abdominal,38.0,955,uV,1000.0,83,False
1021,963,58,0,1.0,0.9431929480901078,0.060228452751817235,6.489096573208723,58,0,0,58,1.0,ecgca252.edf,Thorax_1,thoracic,29.285714285714285,963,mV,1000.0,58,False
1021,963,58,0,1.0,0.9431929480901078,0.060228452751817235,7.894080996884735,58,0,0,58,1.0,ecgca252.edf,Thorax_2,thoracic,29.285714285714285,963,mV,1000.0,58,False
1022,963,59,0,1.0,0.9422700587084148,0.0612668743509865,8.700934579439252,58,0,1,59,0.9830508474576272,ecgca252.edf,Abdomen_1,abdominal,29.285714285714285,963,uV,1000.0,58,False
1021,963,58,0,1.0,0.9431929480901078,0.060228452751817235,8.555555555555555,58,0,0,58,1.0,ecgca252.edf,Abdomen_2,abdominal,29.285714285714285,963,uV,1000.0,58,False
1021,963,58,0,1.0,0.9431929480901078,0.060228452751817235,9.766355140186915,58,0,0,58,1.0,ecgca252.edf,Abdomen_3,abdominal,29.285714285714285,963,uV,1000.0,58,False
1021,963,58,0,1.0,0.9431929480901078,0.060228452751817235,9.331256490134995,58,0,0,58,1.0,ecgca252.edf,Abdomen_4,abdominal,29.285714285714285,963,uV,1000.0,58,False
629,592,37,0,1.0,0.9411764705882353,0.0625,6.023648648648648,36,1,0,36,1.0,ecgca274.edf,Thorax_1,thoracic,23.857142857142858,592,mV,1000.0,36,False
629,592,37,0,1.0,0.9411764705882353,0.0625,7.5625,36,1,0,36,1.0,ecgca274.edf,Thorax_2,thoracic,23.857142857142858,592,mV,1000.0,36,False
630,592,38,0,1.0,0.9396825396825397,0.06418918918918919,9.18918918918919,36,2,0,36,1.0,ecgca274.edf,Abdomen_1,abdominal,23.857142857142858,592,uV,1000.0,36,False
630,592,38,0,1.0,0.9396825396825397,0.06418918918918919,9.24831081081081,36,2,0,36,1.0,ecgca274.edf,Abdomen_2,abdominal,23.857142857142858,592,uV,1000.0,36,False
630,592,38,0,1.0,0.9396825396825397,0.06418918918918919,7.6824324324324325,36,2,0,36,1.0,ecgca274.edf,Abdomen_3,abdominal,23.857142857142858,592,uV,1000.0,36,False
1865,1735,130,0,1.0,0.9302949061662198,0.07492795389048991,8.03227665706052,128,1,1,129,0.9922480620155039,ecgca290.edf,Thorax_1,thoracic,38.0,1735,mV,1000.0,128,False
1864,1735,129,0,1.0,0.930793991416309,0.07435158501440922,22.0985590778098,128,0,1,129,0.9922480620155039,ecgca290.edf,Thorax_2,thoracic,38.0,1735,mV,1000.0,128,False
1865,1735,130,0,1.0,0.9302949061662198,0.07492795389048991,9.24207492795389,128,1,1,129,0.9922480620155039,ecgca290.edf,Abdomen_1,abdominal,38.0,1735,uV,1000.0,128,False
1880,1732,148,3,0.9982708933717579,0.9212765957446809,0.08703170028818444,9.58256351039261,130,0,18,148,0.8783783783783784,ecgca290.edf,Abdomen_2,abdominal,38.0,1735,uV,1000.0,128,False
1865,1735,130,0,1.0,0.9302949061662198,0.07492795389048991,9.73256484149856,128,1,1,129,0.9922480620155039,ecgca290.edf,Abdomen_3,abdominal,38.0,1735,uV,1000.0,128,False
1866,1735,131,0,1.0,0.9297963558413719,0.07550432276657061,11.360806916426514,129,1,1,130,0.9923076923076923,ecgca290.edf,Abdomen_4,abdominal,38.0,1735,uV,1000.0,128,False
223,211,12,0,1.0,0.9461883408071748,0.05687203791469194,6.938388625592417,11,1,0,11,1.0,ecgca300.edf,Thorax_1,thoracic,23.857142857142858,211,mV,1000.0,11,False
223,211,12,0,1.0,0.9461883408071748,0.05687203791469194,7.682464454976303,11,1,0,11,1.0,ecgca300.edf,Thorax_2,thoracic,23.857142857142858,211,mV,1000.0,11,False
223,211,12,0,1.0,0.9461883408071748,0.05687203791469194,9.563981042654028,11,1,0,11,1.0,ecgca300.edf,Abdomen_1,abdominal,23.857142857142858,211,uV,1000.0,11,False
223,211,12,0,1.0,0.9461883408071748,0.05687203791469194,9.530805687203792,11,1,0,11,1.0,ecgca300.edf,Abdomen_2,abdominal,23.857142857142858,211,uV,1000.0,11,False
224,211,13,0,1.0,0.9419642857142857,0.061611374407582936,8.796208530805687,11,1,1,12,0.9166666666666666,ecgca300.edf,Abdomen_3,abdominal,23.857142857142858,211,uV,1000.0,11,False
1074,987,87,0,1.0,0.9189944134078212,0.08814589665653495,9.356636271529888,86,1,0,86,1.0,ecgca308.edf,Thorax_1,thoracic,30.714285714285715,987,mV,1000.0,86,False
1074,987,87,0,1.0,0.9189944134078212,0.08814589665653495,28.069908814589667,86,1,0,86,1.0,ecgca308.edf,Thorax_2,thoracic,30.714285714285715,987,mV,1000.0,86,False
1074,987,87,0,1.0,0.9189944134078212,0.08814589665653495,9.926038500506586,86,1,0,86,1.0,ecgca308.edf,Abdomen_1,abdominal,30.714285714285715,987,uV,1000.0,86,False
1074,987,87,0,1.0,0.9189944134078212,0.08814589665653495,10.102330293819655,86,1,0,86,1.0,ecgca308.edf,Abdomen_2,abdominal,30.714285714285715,987,uV,1000.0,86,False
1078,987,91,0,1.0,0.9155844155844156,0.09219858156028368,8.135764944275582,86,1,4,90,0.9555555555555556,ecgca308.edf,Abdomen_3,abdominal,30.714285714285715,987,uV,1000.0,86,False
1074,987,87,0,1.0,0.9189944134078212,0.08814589665653495,8.32016210739615,86,1,0,86,1.0,ecgca308.edf,Abdomen_4,abdominal,30.714285714285715,987,uV,1000.0,86,False
651,610,41,0,1.0,0.9370199692780338,0.06721311475409836,8.936065573770492,41,0,0,41,1.0,ecgca323.edf,Thorax_1,thoracic,24.285714285714285,610,mV,1000.0,41,False
651,610,41,0,1.0,0.9370199692780338,0.06721311475409836,6.277049180327869,41,0,0,41,1.0,ecgca323.edf,Thorax_2,thoracic,24.285714285714285,610,mV,1000.0,41,False
651,610,41,0,1.0,0.9370199692780338,0.06721311475409836,9.763934426229508,41,0,0,41,1.0,ecgca323.edf,Abdomen_1,abdominal,24.285714285714285,610,uV,1000.0,41,False
652,610,42,0,1.0,0.9355828220858896,0.06885245901639345,10.583606557377049,41,1,0,41,1.0,ecgca323.edf,Abdomen_2,abdominal,24.285714285714285,610,uV,1000.0,41,False
651,610,41,0,1.0,0.9370199692780338,0.06721311475409836,9.895081967213114,41,0,0,41,1.0,ecgca323.edf,Abdomen_3,abdominal,24.285714285714285,610,uV,1000.0,41,False
684,641,43,0,1.0,0.9371345029239766,0.06708268330733229,10.705148205928237,42,1,0,42,1.0,ecgca368.edf,Thorax_1,thoracic,24.285714285714285,641,mV,1000.0,42,False
684,641,43,0,1.0,0.9371345029239766,0.06708268330733229,9.249609984399376,42,1,0,42,1.0,ecgca368.edf,Thorax_2,thoracic,24.285714285714285,641,mV,1000.0,42,False
684,641,43,0,1.0,0.9371345029239766,0.06708268330733229,10.5600624024961,42,1,0,42,1.0,ecgca368.edf,Abdomen_1,abdominal,24.285714285714285,641,uV,1000.0,42,False
685,641,44,0,1.0,0.9357664233576642,0.0686427457098284,11.223088923556942,42,1,1,43,0.9767441860465116,ecgca368.edf,Abdomen_2,abdominal,24.285714285714285,641,uV,1000.0,42,False
683,640,43,1,0.9984399375975039,0.9370424597364568,0.0686427457098284,10.165625,42,0,1,43,0.9767441860465116,ecgca368.edf,Abdomen_3,abdominal,24.285714285714285,641,uV,1000.0,42,False
764,713,51,0,1.0,0.9332460732984293,0.07152875175315568,23.46844319775596,50,1,0,50,1.0,ecgca384.edf,Thorax_1,thoracic,31.571428571428573,713,mV,1000.0,50,False
764,713,51,0,1.0,0.9332460732984293,0.07152875175315568,31.230014025245442,50,1,0,50,1.0,ecgca384.edf,Thorax_2,thoracic,31.571428571428573,713,mV,1000.0,50,False
764,713,51,0,1.0,0.9332460732984293,0.07152875175315568,10.56100981767181,50,1,0,50,1.0,ecgca384.edf,Abdomen_1,abdominal,31.571428571428573,713,uV,1000.0,50,False
764,713,51,0,1.0,0.9332460732984293,0.07152875175315568,10.775596072931275,50,1,0,50,1.0,ecgca384.edf,Abdomen_2,abdominal,31.571428571428573,713,uV,1000.0,50,False
766,713,53,0,1.0,0.9308093994778068,0.07433380084151472,10.866760168302946,50,1,2,52,0.9615384615384616,ecgca384.edf,Abdomen_3,abdominal,31.571428571428573,713,uV,1000.0,50,False
772,713,59,0,1.0,0.9235751295336787,0.08274894810659186,11.847124824684432,52,1,6,58,0.896551724137931,ecgca384.edf,Abdomen_4,abdominal,31.571428571428573,713,uV,1000.0,50,False
617,569,48,0,1.0,0.9222042139384117,0.0843585237258348,7.3321616871704745,48,0,0,48,1.0,ecgca392.edf,Thorax_1,thoracic,33.57142857142857,569,mV,1000.0,48,False
617,569,48,0,1.0,0.9222042139384117,0.0843585237258348,6.919156414762742,48,0,0,48,1.0,ecgca392.edf,Thorax_2,thoracic,33.57142857142857,569,mV,1000.0,48,False
617,569,48,0,1.0,0.9222042139384117,0.0843585237258348,8.103690685413005,48,0,0,48,1.0,ecgca392.edf,Abdomen_1,abdominal,33.57142857142857,569,uV,1000.0,48,False
618,569,49,0,1.0,0.9207119741100324,0.08611599297012303,7.838312829525483,48,1,0,48,1.0,ecgca392.edf,Abdomen_2,abdominal,33.57142857142857,569,uV,1000.0,48,False
618,569,49,0,1.0,0.9207119741100324,0.08611599297012303,6.752196836555361,48,1,0,48,1.0,ecgca392.edf,Abdomen_3,abdominal,33.57142857142857,569,uV,1000.0,48,False
619,569,50,0,1.0,0.9192245557350566,0.08787346221441125,8.975395430579965,48,1,1,49,0.9795918367346939,ecgca392.edf,Abdomen_4,abdominal,33.57142857142857,569,uV,1000.0,48,False
218,203,15,0,1.0,0.9311926605504587,0.07389162561576355,8.438423645320198,15,0,0,15,1.0,ecgca410.edf,Thorax_1,thoracic,24.285714285714285,203,mV,1000.0,15,False
218,203,15,0,1.0,0.9311926605504587,0.07389162561576355,7.187192118226601,15,0,0,15,1.0,ecgca410.edf,Thorax_2,thoracic,24.285714285714285,203,mV,1000.0,15,False
219,203,16,0,1.0,0.9269406392694064,0.07881773399014778,9.660098522167488,15,1,0,15,1.0,ecgca410.edf,Abdomen_1,abdominal,24.285714285714285,203,uV,1000.0,15,False
218,203,15,0,1.0,0.9311926605504587,0.07389162561576355,9.847290640394089,15,0,0,15,1.0,ecgca410.edf,Abdomen_2,abdominal,24.285714285714285,203,uV,1000.0,15,False
229,203,26,0,1.0,0.8864628820960698,0.12807881773399016,8.980295566502463,16,0,10,26,0.6153846153846154,ecgca410.edf,Abdomen_3,abdominal,24.285714285714285,203,uV,1000.0,15,False
532,494,38,9,0.9821073558648111,0.9285714285714286,0.09343936381709742,8.313765182186234,36,0,2,38,0.9473684210526315,ecgca416.edf,Thorax_1,thoracic,33.57142857142857,503,mV,1000.0,36,False
533,495,38,8,0.9840954274353877,0.9287054409005628,0.09145129224652088,7.519191919191919,36,0,2,38,0.9473684210526315,ecgca416.edf,Thorax_2,thoracic,33.57142857142857,503,mV,1000.0,36,False
534,490,44,13,0.974155069582505,0.9176029962546817,0.11332007952286283,9.69795918367347,36,0,8,44,0.8181818181818182,ecgca416.edf,Abdomen_1,abdominal,33.57142857142857,503,uV,1000.0,36,False
533,492,41,11,0.9781312127236581,0.9230769230769231,0.10337972166998012,10.272357723577235,36,0,5,41,0.8780487804878049,ecgca416.edf,Abdomen_2,abdominal,33.57142857142857,503,uV,1000.0,36,False
534,487,47,16,0.9681908548707754,0.9119850187265918,0.12524850894632206,9.381930184804927,36,0,11,47,0.7659574468085106,ecgca416.edf,Abdomen_3,abdominal,33.57142857142857,503,uV,1000.0,36,False
37,28,9,475,0.055666003976143144,0.7567567567567568,0.9622266401590457,33.25,1,0,8,9,0.1111111111111111,ecgca416.edf,Abdomen_4,abdominal,33.57142857142857,503,uV,1000.0,36,False
913,849,64,30,0.9658703071672355,0.9299014238773274,0.10693970420932879,11.962308598351001,56,1,7,63,0.8888888888888888,ecgca436.edf,Thorax_1,thoracic,31.571428571428573,879,mV,1000.0,55,False
913,847,66,32,0.9635949943117179,0.927710843373494,0.11149032992036405,13.489964580873671,56,1,9,65,0.8615384615384616,ecgca436.edf,Thorax_2,thoracic,31.571428571428573,879,mV,1000.0,55,False
924,840,84,39,0.9556313993174061,0.9090909090909091,0.13993174061433447,11.367857142857142,58,1,25,83,0.6987951807228916,ecgca436.edf,Abdomen_1,abdominal,31.571428571428573,879,uV,1000.0,55,False
284,254,30,625,0.28896473265073946,0.8943661971830986,0.745164960182025,17.29527559055118,15,0,15,30,0.5,ecgca436.edf,Abdomen_2,abdominal,31.571428571428573,879,uV,1000.0,55,False
300,271,29,608,0.3083048919226394,0.9033333333333333,0.7246871444823664,18.70479704797048,14,1,14,28,0.5,ecgca436.edf,Abdomen_3,abdominal,31.571428571428573,879,uV,1000.0,55,False
287,253,34,626,0.28782707622298065,0.8815331010452961,0.7508532423208191,18.731225296442688,15,0,19,34,0.4411764705882353,ecgca436.edf,Abdomen_4,abdominal,31.571428571428573,879,uV,1000.0,55,False
2180,2028,152,0,1.0,0.9302752293577982,0.07495069033530571,7.020216962524655,151,0,1,152,0.993421052631579,ecgca444.edf,Thorax_1,thoracic,39.0,2028,mV,1000.0,151,False
2180,2028,152,0,1.0,0.9302752293577982,0.07495069033530571,27.97879684418146,151,0,1,152,0.993421052631579,ecgca444.edf,Thorax_2,thoracic,39.0,2028,mV,1000.0,151,False
2181,2028,153,0,1.0,0.9298486932599724,0.07544378698224852,9.199704142011834,151,0,2,153,0.9869281045751634,ecgca444.edf,Abdomen_1,abdominal,39.0,2028,uV,1000.0,151,False
2180,2027,153,1,0.9995069033530573,0.9298165137614679,0.07593688362919132,9.506166748889985,151,0,2,153,0.9869281045751634,ecgca444.edf,Abdomen_2,abdominal,39.0,2028,uV,1000.0,151,False
2181,2028,153,0,1.0,0.9298486932599724,0.07544378698224852,9.628205128205128,151,0,2,153,0.9869281045751634,ecgca444.edf,Abdomen_3,abdominal,39.0,2028,uV,1000.0,151,False
2183,2028,155,0,1.0,0.9289967934035731,0.07642998027613412,10.556706114398422,151,0,4,155,0.9741935483870968,ecgca444.edf,Abdomen_4,abdominal,39.0,2028,uV,1000.0,151,False
272,252,20,0,1.0,0.9264705882352942,0.07936507936507936,27.333333333333332,19,1,0,19,1.0,ecgca445.edf,Thorax_1,thoracic,22.142857142857142,252,mV,1000.0,18,False
271,252,19,0,1.0,0.9298892988929889,0.07539682539682539,25.293650793650794,18,1,0,18,1.0,ecgca445.edf,Thorax_2,thoracic,22.142857142857142,252,mV,1000.0,18,False
271,251,20,1,0.996031746031746,0.9261992619926199,0.08333333333333333,6.721115537848606,19,1,0,19,1.0,ecgca445.edf,Abdomen_1,abdominal,22.142857142857142,252,uV,1000.0,18,False
263,244,19,8,0.9682539682539683,0.9277566539923955,0.10714285714285714,7.565573770491803,19,0,0,19,1.0,ecgca445.edf,Abdomen_2,abdominal,22.142857142857142,252,uV,1000.0,18,False
271,251,20,1,0.996031746031746,0.9261992619926199,0.08333333333333333,8.195219123505977,19,1,0,19,1.0,ecgca445.edf,Abdomen_3,abdominal,22.142857142857142,252,uV,1000.0,18,False
336,310,26,0,1.0,0.9226190476190477,0.08387096774193549,7.193548387096774,23,1,2,25,0.92,ecgca473.edf,Thorax_1,thoracic,40.285714285714285,310,mV,1000.0,23,False
337,310,27,0,1.0,0.9198813056379822,0.08709677419354839,4.187096774193549,23,1,3,26,0.8846153846153846,ecgca473.edf,Thorax_2,thoracic,40.285714285714285,310,mV,1000.0,23,False
333,308,25,2,0.9935483870967742,0.924924924924925,0.08709677419354839,7.983766233766233,23,1,1,24,0.9583333333333334,ecgca473.edf,Abdomen_1,abdominal,40.285714285714285,310,uV,1000.0,23,False
298,276,22,34,0.8903225806451613,0.9261744966442953,0.18064516129032257,7.91304347826087,19,1,2,21,0.9047619047619048,ecgca473.edf,Abdomen_2,abdominal,40.285714285714285,310,uV,1000.0,23,False
339,307,32,3,0.9903225806451613,0.9056047197640118,0.11290322580645161,8.42671009771987,22,2,8,30,0.7333333333333333,ecgca473.edf,Abdomen_3,abdominal,40.285714285714285,310,uV,1000.0,23,False
337,310,27,0,1.0,0.9198813056379822,0.08709677419354839,4.809677419354839,23,1,3,26,0.8846153846153846,ecgca473.edf,Abdomen_4,abdominal,40.285714285714285,310,uV,1000.0,23,False
1308,1205,103,17,0.986088379705401,0.9212538226299695,0.09819967266775777,13.190871369294605,83,0,20,103,0.8058252427184466,ecgca515.edf,Thorax_1,thoracic,37.142857142857146,1222,mV,1000.0,83,False
1299,1194,105,28,0.9770867430441899,0.9191685912240185,0.1088379705400982,21.502512562814072,83,0,22,105,0.7904761904761904,ecgca515.edf,Thorax_2,thoracic,37.142857142857146,1222,mV,1000.0,83,False
557,500,57,722,0.40916530278232405,0.8976660682226212,0.6374795417348609,11.356,27,0,30,57,0.47368421052631576,ecgca515.edf,Abdomen_1,abdominal,37.142857142857146,1222,uV,1000.0,83,False
563,510,53,712,0.41734860883797054,0.9058614564831261,0.6260229132569558,12.905882352941177,25,0,28,53,0.4716981132075472,ecgca515.edf,Abdomen_2,abdominal,37.142857142857146,1222,uV,1000.0,83,False
578,521,57,701,0.42635024549918166,0.9013840830449827,0.6202945990180033,15.92898272552783,28,0,29,57,0.49122807017543857,ecgca515.edf,Abdomen_3,abdominal,37.142857142857146,1222,uV,1000.0,83,False
563,508,55,714,0.4157119476268412,0.9023090586145648,0.6292962356792144,13.608267716535433,25,0,30,55,0.45454545454545453,ecgca515.edf,Abdomen_4,abdominal,37.142857142857146,1222,uV,1000.0,83,False
1471,1362,109,0,1.0,0.9259007477906186,0.08002936857562408,7.892070484581497,108,1,0,108,1.0,ecgca571.edf,Thorax_1,thoracic,25.0,1362,mV,1000.0,108,False
1470,1361,109,1,0.9992657856093979,0.9258503401360544,0.08076358296622614,2.0543717854518735,108,1,0,108,1.0,ecgca571.edf,Thorax_2,thoracic,25.0,1362,mV,1000.0,108,False
1473,1360,113,2,0.9985315712187959,0.923285811269518,0.08443465491923642,10.336029411764706,109,1,3,112,0.9732142857142857,ecgca571.edf,Abdomen_1,abdominal,25.0,1362,uV,1000.0,108,False
704,641,63,721,0.47063142437591776,0.9105113636363636,0.5756240822320118,12.062402496099844,56,0,7,63,0.8888888888888888,ecgca571.edf,Abdomen_2,abdominal,25.0,1362,uV,1000.0,108,False
1474,1360,114,2,0.9985315712187959,0.9226594301221167,0.08516886930983847,11.227941176470589,108,1,5,113,0.9557522123893806,ecgca571.edf,Abdomen_3,abdominal,25.0,1362,uV,1000.0,108,False
678,615,63,747,0.45154185022026433,0.9070796460176991,0.5947136563876652,10.06829268292683,55,0,8,63,0.873015873015873,ecgca571.edf,Abdomen_4,abdominal,25.0,1362,uV,1000.0,108,False
861,793,68,15,0.9814356435643564,0.9210220673635308,0.10272277227722772,9.380832282471626,66,1,1,67,0.9850746268656716,ecgca585.edf,Thorax_1,thoracic,38.285714285714285,808,mV,1000.0,66,False
863,795,68,13,0.9839108910891089,0.9212050984936269,0.10024752475247525,11.615094339622642,66,1,1,67,0.9850746268656716,ecgca585.edf,Thorax_2,thoracic,38.285714285714285,808,mV,1000.0,66,False
865,791,74,17,0.9789603960396039,0.9144508670520232,0.11262376237623763,10.757269279393173,66,1,7,73,0.9041095890410958,ecgca585.edf,Abdomen_1,abdominal,38.285714285714285,808,uV,1000.0,66,False
858,787,71,21,0.974009900990099,0.9172494172494172,0.11386138613861387,10.010165184243965,66,0,5,71,0.9295774647887324,ecgca585.edf,Abdomen_2,abdominal,38.285714285714285,808,uV,1000.0,66,False
861,789,72,19,0.9764851485148515,0.9163763066202091,0.11262376237623763,10.060836501901141,68,0,4,72,0.9444444444444444,ecgca585.edf,Abdomen_3,abdominal,38.285714285714285,808,uV,1000.0,66,False
879,792,87,16,0.9801980198019802,0.9010238907849829,0.12747524752475248,9.494949494949495,70,1,16,86,0.813953488372093,ecgca585.edf,Abdomen_4,abdominal,38.285714285714285,808,uV,1000.0,66,False
550,502,48,5,0.9901380670611439,0.9127272727272727,0.10453648915187377,5.99203187250996,46,1,1,47,0.9787234042553191,ecgca595.edf,Thorax_1,thoracic,35.857142857142854,507,mV,1000.0,46,False
551,503,48,4,0.9921104536489151,0.9128856624319419,0.10256410256410256,22.805168986083498,46,1,1,47,0.9787234042553191,ecgca595.edf,Thorax_2,thoracic,35.857142857142854,507,mV,1000.0,46,False
544,494,50,13,0.9743589743589743,0.9080882352941176,0.1242603550295858,6.4534412955465585,47,0,3,50,0.94,ecgca595.edf,Abdomen_1,abdominal,35.857142857142854,507,uV,1000.0,46,False
542,491,51,16,0.9684418145956607,0.9059040590405905,0.13214990138067062,6.720977596741344,48,0,3,51,0.9411764705882353,ecgca595.edf,Abdomen_2,abdominal,35.857142857142854,507,uV,1000.0,46,False
544,495,49,12,0.9763313609467456,0.9099264705882353,0.1203155818540434,8.036363636363637,46,0,3,49,0.9387755102040817,ecgca595.edf,Abdomen_3,abdominal,35.857142857142854,507,uV,1000.0,46,False
431,391,40,116,0.7712031558185405,0.9071925754060325,0.3076923076923077,8.327365728900256,37,0,3,40,0.925,ecgca595.edf,Abdomen_4,abdominal,35.857142857142854,507,uV,1000.0,46,False
